
api-1  | 2026-06-06 22:50:51,673 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodapple "HTTP/1.1 201 Created"
db-1   | 2026-06-06 15:05:29.601 UTC [55] LOG:  checkpoint complete: wrote 22 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.142 s, sync=0.031 s, total=2.238 s; sync files=9, longest=0.027 s, average=0.004 s; distance=159 kB, estimate=185 kB; lsn=0/3F3FC58, redo lsn=0/3F35FA8
db-1   | 2026-06-06 15:10:27.643 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:10:30.445 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.720 s, sync=0.028 s, total=2.803 s; sync files=9, longest=0.023 s, average=0.004 s; distance=194 kB, estimate=194 kB; lsn=0/3F66A80, redo lsn=0/3F66A48
db-1   | 2026-06-06 15:15:27.534 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:15:29.959 UTC [55] LOG:  checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.338 s, sync=0.026 s, total=2.426 s; sync files=9, longest=0.021 s, average=0.003 s; distance=173 kB, estimate=192 kB; lsn=0/3F93570, redo lsn=0/3F92198
db-1   | 2026-06-06 15:20:27.985 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:21:17.936 UTC [55] LOG:  checkpoint complete: wrote 499 buffers (3.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=49.843 s, sync=0.040 s, total=49.952 s; sync files=12, longest=0.039 s, average=0.004 s; distance=236 kB, estimate=236 kB; lsn=0/3FE7DC8, redo lsn=0/3FCD1E8
db-1   | 2026-06-06 15:25:28.027 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:25:31.969 UTC [55] LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 1 recycled; write=3.836 s, sync=0.030 s, total=3.942 s; sync files=10, longest=0.022 s, average=0.003 s; distance=292 kB, estimate=292 kB; lsn=0/40163C0, redo lsn=0/4016350
db-1   | 2026-06-06 15:30:29.043 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:30:32.499 UTC [55] LOG:  checkpoint complete: wrote 35 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.376 s, sync=0.023 s, total=3.456 s; sync files=10, longest=0.012 s, average=0.003 s; distance=240 kB, estimate=287 kB; lsn=0/40526E0, redo lsn=0/40526A8
db-1   | 2026-06-06 15:35:29.567 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:35:34.219 UTC [55] LOG:  checkpoint complete: wrote 46 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.569 s, sync=0.017 s, total=4.653 s; sync files=10, longest=0.016 s, average=0.002 s; distance=322 kB, estimate=322 kB; lsn=0/40A4680, redo lsn=0/40A32A0
db-1   | 2026-06-06 15:40:29.320 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:40:33.248 UTC [55] LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.747 s, sync=0.123 s, total=3.928 s; sync files=10, longest=0.104 s, average=0.013 s; distance=231 kB, estimate=313 kB; lsn=0/40E4560, redo lsn=0/40DCF90
db-1   | 2026-06-06 15:45:29.347 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:45:32.867 UTC [55] LOG:  checkpoint complete: wrote 35 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.443 s, sync=0.016 s, total=3.520 s; sync files=10, longest=0.014 s, average=0.002 s; distance=264 kB, estimate=308 kB; lsn=0/412A448, redo lsn=0/411F0E0
db-1   | 2026-06-06 15:50:29.953 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:50:34.483 UTC [55] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.452 s, sync=0.020 s, total=4.530 s; sync files=10, longest=0.019 s, average=0.002 s; distance=334 kB, estimate=334 kB; lsn=0/4172BB8, redo lsn=0/4172B80
db-1   | 2026-06-06 15:55:29.583 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 15:55:33.633 UTC [55] LOG:  checkpoint complete: wrote 40 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.947 s, sync=0.033 s, total=4.051 s; sync files=9, longest=0.024 s, average=0.004 s; distance=261 kB, estimate=327 kB; lsn=0/41B4368, redo lsn=0/41B4330
db-1   | 2026-06-06 16:00:29.684 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:00:33.024 UTC [55] LOG:  checkpoint complete: wrote 33 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.250 s, sync=0.021 s, total=3.341 s; sync files=10, longest=0.011 s, average=0.003 s; distance=214 kB, estimate=316 kB; lsn=0/41E9CE0, redo lsn=0/41E9CA8
db-1   | 2026-06-06 16:05:29.124 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:05:32.716 UTC [55] LOG:  checkpoint complete: wrote 36 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.521 s, sync=0.012 s, total=3.592 s; sync files=10, longest=0.011 s, average=0.002 s; distance=258 kB, estimate=310 kB; lsn=0/422A870, redo lsn=0/422A800
db-1   | 2026-06-06 16:10:29.732 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:10:32.801 UTC [55] LOG:  checkpoint complete: wrote 30 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.962 s, sync=0.047 s, total=3.069 s; sync files=9, longest=0.039 s, average=0.006 s; distance=199 kB, estimate=299 kB; lsn=0/4261F28, redo lsn=0/425C448
db-1   | 2026-06-06 16:15:29.901 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:15:34.026 UTC [55] LOG:  checkpoint complete: wrote 41 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.028 s, sync=0.039 s, total=4.125 s; sync files=10, longest=0.030 s, average=0.004 s; distance=297 kB, estimate=299 kB; lsn=0/42AD7B0, redo lsn=0/42A6AA8
db-1   | 2026-06-06 16:20:29.126 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:20:31.840 UTC [55] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.630 s, sync=0.023 s, total=2.715 s; sync files=9, longest=0.018 s, average=0.003 s; distance=202 kB, estimate=289 kB; lsn=0/42D94C8, redo lsn=0/42D9490
db-1   | 2026-06-06 16:25:29.941 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:25:33.856 UTC [55] LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.824 s, sync=0.026 s, total=3.916 s; sync files=10, longest=0.016 s, average=0.003 s; distance=251 kB, estimate=285 kB; lsn=0/4318138, redo lsn=0/4318100
db-1   | 2026-06-06 16:30:29.922 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:30:33.960 UTC [55] LOG:  checkpoint complete: wrote 40 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.941 s, sync=0.028 s, total=4.039 s; sync files=10, longest=0.021 s, average=0.003 s; distance=237 kB, estimate=280 kB; lsn=0/4353558, redo lsn=0/4353520
db-1   | 2026-06-06 16:35:30.060 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:35:32.505 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.349 s, sync=0.027 s, total=2.445 s; sync files=9, longest=0.023 s, average=0.003 s; distance=182 kB, estimate=270 kB; lsn=0/438D430, redo lsn=0/4381098
db-1   | 2026-06-06 16:40:30.591 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:40:54.311 UTC [55] LOG:  checkpoint complete: wrote 236 buffers (1.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=23.610 s, sync=0.021 s, total=23.721 s; sync files=10, longest=0.021 s, average=0.003 s; distance=258 kB, estimate=269 kB; lsn=0/43C9270, redo lsn=0/43C1948
db-1   | 2026-06-06 16:45:30.412 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:45:34.959 UTC [55] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.449 s, sync=0.038 s, total=4.548 s; sync files=9, longest=0.034 s, average=0.005 s; distance=269 kB, estimate=269 kB; lsn=0/4405068, redo lsn=0/4404FF8
db-1   | 2026-06-06 16:50:31.023 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:50:34.169 UTC [55] LOG:  checkpoint complete: wrote 31 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.056 s, sync=0.019 s, total=3.146 s; sync files=9, longest=0.015 s, average=0.003 s; distance=202 kB, estimate=262 kB; lsn=0/4437928, redo lsn=0/44378F0
db-1   | 2026-06-06 16:55:31.226 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 16:55:33.943 UTC [55] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.633 s, sync=0.019 s, total=2.717 s; sync files=9, longest=0.016 s, average=0.003 s; distance=194 kB, estimate=256 kB; lsn=0/4473790, redo lsn=0/4468438
db-1   | 2026-06-06 17:00:32.027 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:00:36.164 UTC [55] LOG:  checkpoint complete: wrote 41 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.042 s, sync=0.031 s, total=4.137 s; sync files=9, longest=0.024 s, average=0.004 s; distance=272 kB, estimate=272 kB; lsn=0/44AC530, redo lsn=0/44AC4F8
db-1   | 2026-06-06 17:05:32.226 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:05:35.553 UTC [55] LOG:  checkpoint complete: wrote 33 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.244 s, sync=0.020 s, total=3.327 s; sync files=9, longest=0.012 s, average=0.003 s; distance=224 kB, estimate=267 kB; lsn=0/44E4900, redo lsn=0/44E48C8
db-1   | 2026-06-06 17:10:32.633 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:10:35.644 UTC [55] LOG:  checkpoint complete: wrote 30 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.920 s, sync=0.033 s, total=3.011 s; sync files=9, longest=0.028 s, average=0.004 s; distance=224 kB, estimate=263 kB; lsn=0/4524AA0, redo lsn=0/451CC50
db-1   | 2026-06-06 17:15:32.744 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:15:36.740 UTC [55] LOG:  checkpoint complete: wrote 40 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.922 s, sync=0.018 s, total=3.996 s; sync files=9, longest=0.014 s, average=0.002 s; distance=268 kB, estimate=268 kB; lsn=0/4567670, redo lsn=0/455FEC8
db-1   | 2026-06-06 17:20:32.840 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:20:36.330 UTC [55] LOG:  checkpoint complete: wrote 35 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.420 s, sync=0.011 s, total=3.490 s; sync files=9, longest=0.010 s, average=0.002 s; distance=248 kB, estimate=266 kB; lsn=0/459E078, redo lsn=0/459E040
db-1   | 2026-06-06 17:25:32.430 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:25:35.548 UTC [55] LOG:  checkpoint complete: wrote 31 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.034 s, sync=0.026 s, total=3.118 s; sync files=9, longest=0.019 s, average=0.003 s; distance=215 kB, estimate=261 kB; lsn=0/45D3CB8, redo lsn=0/45D3C48
db-1   | 2026-06-06 17:30:32.648 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:30:37.162 UTC [55] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.423 s, sync=0.030 s, total=4.515 s; sync files=9, longest=0.022 s, average=0.004 s; distance=262 kB, estimate=262 kB; lsn=0/46157D0, redo lsn=0/4615798
db-1   | 2026-06-06 17:35:32.226 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:35:35.153 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.833 s, sync=0.032 s, total=2.927 s; sync files=9, longest=0.024 s, average=0.004 s; distance=212 kB, estimate=257 kB; lsn=0/464A7F0, redo lsn=0/464A7B8
db-1   | 2026-06-06 17:40:32.226 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:40:35.476 UTC [55] LOG:  checkpoint complete: wrote 33 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.162 s, sync=0.022 s, total=3.250 s; sync files=9, longest=0.017 s, average=0.003 s; distance=227 kB, estimate=254 kB; lsn=0/468BC00, redo lsn=0/4683680
db-1   | 2026-06-06 17:45:32.569 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:45:36.310 UTC [55] LOG:  checkpoint complete: wrote 37 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.643 s, sync=0.029 s, total=3.742 s; sync files=9, longest=0.017 s, average=0.004 s; distance=250 kB, estimate=254 kB; lsn=0/46C2280, redo lsn=0/46C2248
db-1   | 2026-06-06 17:50:32.410 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:50:36.463 UTC [55] LOG:  checkpoint complete: wrote 40 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.953 s, sync=0.031 s, total=4.053 s; sync files=11, longest=0.016 s, average=0.003 s; distance=271 kB, estimate=271 kB; lsn=0/4706048, redo lsn=0/4705FF8
db-1   | 2026-06-06 17:55:32.545 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 17:55:35.260 UTC [55] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.617 s, sync=0.033 s, total=2.716 s; sync files=10, longest=0.029 s, average=0.004 s; distance=157 kB, estimate=260 kB; lsn=0/472D790, redo lsn=0/472D720
db-1   | 2026-06-06 18:00:32.360 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:00:34.784 UTC [55] LOG:  checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.318 s, sync=0.039 s, total=2.424 s; sync files=9, longest=0.032 s, average=0.005 s; distance=150 kB, estimate=249 kB; lsn=0/475A7F0, redo lsn=0/4753148
db-1   | 2026-06-06 18:05:32.884 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:05:36.196 UTC [55] LOG:  checkpoint complete: wrote 33 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.239 s, sync=0.019 s, total=3.312 s; sync files=9, longest=0.011 s, average=0.003 s; distance=167 kB, estimate=240 kB; lsn=0/477CEB0, redo lsn=0/477CE40
db-1   | 2026-06-06 18:10:32.295 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:10:34.809 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.419 s, sync=0.033 s, total=2.515 s; sync files=9, longest=0.026 s, average=0.004 s; distance=137 kB, estimate=230 kB; lsn=0/47A4F58, redo lsn=0/479F570
db-1   | 2026-06-06 18:15:32.849 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:15:35.370 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.419 s, sync=0.036 s, total=2.521 s; sync files=9, longest=0.032 s, average=0.004 s; distance=167 kB, estimate=224 kB; lsn=0/47C9340, redo lsn=0/47C9308
db-1   | 2026-06-06 18:20:32.378 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:20:35.189 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.719 s, sync=0.028 s, total=2.812 s; sync files=9, longest=0.023 s, average=0.004 s; distance=144 kB, estimate=216 kB; lsn=0/47ED388, redo lsn=0/47ED350
db-1   | 2026-06-06 18:25:32.289 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:25:35.336 UTC [55] LOG:  checkpoint complete: wrote 30 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.934 s, sync=0.028 s, total=3.048 s; sync files=9, longest=0.013 s, average=0.004 s; distance=163 kB, estimate=210 kB; lsn=0/4816038, redo lsn=0/4815FE8
db-1   | 2026-06-06 18:30:32.435 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:30:35.329 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.808 s, sync=0.015 s, total=2.894 s; sync files=9, longest=0.011 s, average=0.002 s; distance=142 kB, estimate=204 kB; lsn=0/4839A98, redo lsn=0/4839A60
db-1   | 2026-06-06 18:35:32.354 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:35:35.187 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.746 s, sync=0.014 s, total=2.833 s; sync files=9, longest=0.014 s, average=0.002 s; distance=140 kB, estimate=197 kB; lsn=0/485CDB0, redo lsn=0/485CD78
db-1   | 2026-06-06 18:40:32.236 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:40:34.962 UTC [55] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.647 s, sync=0.020 s, total=2.726 s; sync files=9, longest=0.013 s, average=0.003 s; distance=148 kB, estimate=192 kB; lsn=0/4889B40, redo lsn=0/4881FE8
db-1   | 2026-06-06 18:45:32.971 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:46:08.959 UTC [55] LOG:  checkpoint complete: wrote 360 buffers (2.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=35.906 s, sync=0.020 s, total=35.988 s; sync files=10, longest=0.019 s, average=0.002 s; distance=167 kB, estimate=190 kB; lsn=0/48BBFA8, redo lsn=0/48ABC30
db-1   | 2026-06-06 18:50:32.975 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:50:35.705 UTC [55] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.637 s, sync=0.031 s, total=2.730 s; sync files=9, longest=0.024 s, average=0.004 s; distance=169 kB, estimate=188 kB; lsn=0/48D76C8, redo lsn=0/48D6368
db-1   | 2026-06-06 18:55:32.767 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 18:55:35.396 UTC [55] LOG:  checkpoint complete: wrote 26 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.531 s, sync=0.029 s, total=2.629 s; sync files=9, longest=0.021 s, average=0.004 s; distance=142 kB, estimate=183 kB; lsn=0/48F9EB0, redo lsn=0/48F9E78
db-1   | 2026-06-06 19:00:32.496 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:00:34.814 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.230 s, sync=0.022 s, total=2.319 s; sync files=9, longest=0.021 s, average=0.003 s; distance=149 kB, estimate=180 kB; lsn=0/491F460, redo lsn=0/491F428
db-1   | 2026-06-06 19:05:32.891 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:05:35.312 UTC [55] LOG:  checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.335 s, sync=0.017 s, total=2.422 s; sync files=9, longest=0.012 s, average=0.002 s; distance=146 kB, estimate=176 kB; lsn=0/4943FC8, redo lsn=0/4943F90
db-1   | 2026-06-06 19:10:32.412 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:10:35.279 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.735 s, sync=0.041 s, total=2.868 s; sync files=9, longest=0.027 s, average=0.005 s; distance=162 kB, estimate=175 kB; lsn=0/496CAB0, redo lsn=0/496CA78
db-1   | 2026-06-06 19:15:32.380 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:15:34.901 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.436 s, sync=0.018 s, total=2.522 s; sync files=9, longest=0.015 s, average=0.002 s; distance=136 kB, estimate=171 kB; lsn=0/498ECD0, redo lsn=0/498EC98
db-1   | 2026-06-06 19:20:32.996 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:20:35.702 UTC [55] LOG:  checkpoint complete: wrote 26 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.593 s, sync=0.019 s, total=2.707 s; sync files=9, longest=0.012 s, average=0.003 s; distance=147 kB, estimate=169 kB; lsn=0/49BB280, redo lsn=0/49B3BC8
db-1   | 2026-06-06 19:25:32.803 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:25:35.235 UTC [55] LOG:  checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.332 s, sync=0.033 s, total=2.433 s; sync files=9, longest=0.027 s, average=0.004 s; distance=157 kB, estimate=168 kB; lsn=0/49DB008, redo lsn=0/49DAFD0
db-1   | 2026-06-06 19:30:32.336 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:30:35.748 UTC [55] LOG:  checkpoint complete: wrote 34 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.320 s, sync=0.026 s, total=3.413 s; sync files=9, longest=0.018 s, average=0.003 s; distance=176 kB, estimate=176 kB; lsn=0/4A08568, redo lsn=0/4A071F0
db-1   | 2026-06-06 19:35:32.848 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:35:35.361 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.419 s, sync=0.021 s, total=2.513 s; sync files=9, longest=0.020 s, average=0.003 s; distance=140 kB, estimate=172 kB; lsn=0/4A2A520, redo lsn=0/4A2A4E8
db-1   | 2026-06-06 19:40:32.461 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:40:34.760 UTC [55] LOG:  checkpoint complete: wrote 23 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.230 s, sync=0.012 s, total=2.300 s; sync files=9, longest=0.009 s, average=0.002 s; distance=135 kB, estimate=169 kB; lsn=0/4A4C2A0, redo lsn=0/4A4C268
db-1   | 2026-06-06 19:45:32.861 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:45:35.383 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.419 s, sync=0.034 s, total=2.523 s; sync files=9, longest=0.025 s, average=0.004 s; distance=157 kB, estimate=168 kB; lsn=0/4A737F0, redo lsn=0/4A737B8
db-1   | 2026-06-06 19:50:32.483 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:50:35.413 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.843 s, sync=0.021 s, total=2.930 s; sync files=9, longest=0.015 s, average=0.003 s; distance=164 kB, estimate=167 kB; lsn=0/4A9CBE0, redo lsn=0/4A9CBA8
db-1   | 2026-06-06 19:55:32.460 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 19:55:35.309 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.733 s, sync=0.060 s, total=2.850 s; sync files=9, longest=0.049 s, average=0.007 s; distance=136 kB, estimate=164 kB; lsn=0/4ABEF68, redo lsn=0/4ABEF30
db-1   | 2026-06-06 20:00:32.351 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:00:34.973 UTC [55] LOG:  checkpoint complete: wrote 26 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.539 s, sync=0.016 s, total=2.622 s; sync files=9, longest=0.011 s, average=0.002 s; distance=147 kB, estimate=162 kB; lsn=0/4AE8310, redo lsn=0/4AE3D90
db-1   | 2026-06-06 20:05:33.019 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:05:35.574 UTC [55] LOG:  checkpoint complete: wrote 25 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.418 s, sync=0.065 s, total=2.556 s; sync files=9, longest=0.056 s, average=0.008 s; distance=152 kB, estimate=161 kB; lsn=0/4B10F68, redo lsn=0/4B09DB0
db-1   | 2026-06-06 20:10:33.587 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:10:36.561 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.835 s, sync=0.027 s, total=2.974 s; sync files=9, longest=0.017 s, average=0.003 s; distance=160 kB, estimate=161 kB; lsn=0/4B31EE0, redo lsn=0/4B31EA8
db-1   | 2026-06-06 20:15:33.661 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:15:36.068 UTC [55] LOG:  checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.318 s, sync=0.029 s, total=2.408 s; sync files=9, longest=0.023 s, average=0.004 s; distance=142 kB, estimate=159 kB; lsn=0/4B55800, redo lsn=0/4B557C8
db-1   | 2026-06-06 20:20:33.086 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:20:35.857 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.654 s, sync=0.037 s, total=2.772 s; sync files=9, longest=0.036 s, average=0.005 s; distance=150 kB, estimate=158 kB; lsn=0/4B7B1B0, redo lsn=0/4B7B178
db-1   | 2026-06-06 20:21:07.204 UTC [121569] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 20:21:07.204 UTC [121530] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 20:21:07.204 UTC [121531] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 20:21:07.204 UTC [121568] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 20:25:33.923 UTC [55] LOG:  checkpoint starting: time
