
api-1  | 2026-06-06 22:50:51,673 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodapple "HTTP/1.1 201 Created"
db-1   | 2026-06-06 20:25:37.036 UTC [55] LOG:  checkpoint complete: wrote 31 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.035 s, sync=0.024 s, total=3.114 s; sync files=13, longest=0.009 s, average=0.002 s; distance=173 kB, estimate=173 kB; lsn=0/4BA6808, redo lsn=0/4BA67D0
db-1   | 2026-06-06 20:30:33.135 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:30:36.701 UTC [55] LOG:  checkpoint complete: wrote 35 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.461 s, sync=0.026 s, total=3.567 s; sync files=13, longest=0.016 s, average=0.002 s; distance=189 kB, estimate=189 kB; lsn=0/4BDBF68, redo lsn=0/4BD5FA0
db-1   | 2026-06-06 20:35:33.802 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:35:36.722 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.835 s, sync=0.021 s, total=2.921 s; sync files=13, longest=0.014 s, average=0.002 s; distance=176 kB, estimate=188 kB; lsn=0/4C022F8, redo lsn=0/4C022C0
db-1   | 2026-06-06 20:40:33.822 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:40:36.735 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.819 s, sync=0.032 s, total=2.913 s; sync files=13, longest=0.026 s, average=0.003 s; distance=171 kB, estimate=186 kB; lsn=0/4C33F38, redo lsn=0/4C2D110
db-1   | 2026-06-06 20:45:33.836 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:45:36.661 UTC [55] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.736 s, sync=0.020 s, total=2.826 s; sync files=13, longest=0.017 s, average=0.002 s; distance=172 kB, estimate=185 kB; lsn=0/4C58410, redo lsn=0/4C583A0
db-1   | 2026-06-06 20:50:33.759 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:51:58.351 UTC [55] LOG:  checkpoint complete: wrote 845 buffers (5.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=84.514 s, sync=0.012 s, total=84.593 s; sync files=15, longest=0.011 s, average=0.001 s; distance=363 kB, estimate=363 kB; lsn=0/4CCE8E0, redo lsn=0/4CB3090
db-1   | 2026-06-06 20:55:33.452 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 20:55:38.244 UTC [55] LOG:  checkpoint complete: wrote 47 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.679 s, sync=0.030 s, total=4.793 s; sync files=17, longest=0.023 s, average=0.002 s; distance=267 kB, estimate=353 kB; lsn=0/4CF5E58, redo lsn=0/4CF5DE8
db-1   | 2026-06-06 21:00:33.345 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:00:37.662 UTC [55] LOG:  checkpoint complete: wrote 43 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.222 s, sync=0.032 s, total=4.318 s; sync files=14, longest=0.031 s, average=0.003 s; distance=258 kB, estimate=344 kB; lsn=0/4D36718, redo lsn=0/4D366E0
db-1   | 2026-06-06 21:05:33.699 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:05:38.135 UTC [55] LOG:  checkpoint complete: wrote 44 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.335 s, sync=0.030 s, total=4.436 s; sync files=11, longest=0.023 s, average=0.003 s; distance=290 kB, estimate=338 kB; lsn=0/4D7EF98, redo lsn=0/4D7EF60
db-1   | 2026-06-06 21:10:33.199 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:10:37.109 UTC [55] LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.822 s, sync=0.016 s, total=3.910 s; sync files=10, longest=0.015 s, average=0.002 s; distance=246 kB, estimate=329 kB; lsn=0/4DBDBA0, redo lsn=0/4DBC810
db-1   | 2026-06-06 21:15:33.135 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:15:37.194 UTC [55] LOG:  checkpoint complete: wrote 40 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.948 s, sync=0.027 s, total=4.059 s; sync files=14, longest=0.022 s, average=0.002 s; distance=231 kB, estimate=319 kB; lsn=0/4DF6698, redo lsn=0/4DF6628
db-1   | 2026-06-06 21:20:33.294 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:20:37.132 UTC [55] LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.751 s, sync=0.025 s, total=3.838 s; sync files=11, longest=0.018 s, average=0.003 s; distance=242 kB, estimate=311 kB; lsn=0/4E3ACF0, redo lsn=0/4E33150
db-1   | 2026-06-06 21:25:33.232 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:25:53.597 UTC [55] LOG:  checkpoint complete: wrote 202 buffers (1.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=20.276 s, sync=0.026 s, total=20.365 s; sync files=11, longest=0.025 s, average=0.003 s; distance=237 kB, estimate=304 kB; lsn=0/4E7D460, redo lsn=0/4E6E8A8
db-1   | 2026-06-06 21:30:33.697 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:30:38.232 UTC [55] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.439 s, sync=0.033 s, total=4.536 s; sync files=14, longest=0.020 s, average=0.003 s; distance=277 kB, estimate=301 kB; lsn=0/4EB51D0, redo lsn=0/4EB3E58
db-1   | 2026-06-06 21:35:33.267 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:35:37.529 UTC [55] LOG:  checkpoint complete: wrote 43 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.180 s, sync=0.025 s, total=4.262 s; sync files=14, longest=0.020 s, average=0.002 s; distance=257 kB, estimate=297 kB; lsn=0/4EFF108, redo lsn=0/4EF4440
db-1   | 2026-06-06 21:40:33.629 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:40:37.544 UTC [55] LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.821 s, sync=0.020 s, total=3.916 s; sync files=14, longest=0.019 s, average=0.002 s; distance=242 kB, estimate=291 kB; lsn=0/4F30F90, redo lsn=0/4F30F58
db-1   | 2026-06-06 21:45:33.644 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:45:37.788 UTC [55] LOG:  checkpoint complete: wrote 41 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.040 s, sync=0.041 s, total=4.144 s; sync files=14, longest=0.031 s, average=0.003 s; distance=253 kB, estimate=288 kB; lsn=0/4F7F998, redo lsn=0/4F705D8
db-1   | 2026-06-06 21:50:33.888 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:50:39.118 UTC [55] LOG:  checkpoint complete: wrote 52 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.135 s, sync=0.023 s, total=5.231 s; sync files=14, longest=0.012 s, average=0.002 s; distance=303 kB, estimate=303 kB; lsn=0/4FBD878, redo lsn=0/4FBC4B8
db-1   | 2026-06-06 21:55:33.159 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 21:55:37.623 UTC [55] LOG:  checkpoint complete: wrote 44 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.343 s, sync=0.042 s, total=4.465 s; sync files=15, longest=0.040 s, average=0.003 s; distance=258 kB, estimate=299 kB; lsn=0/4FFCD58, redo lsn=0/4FFCD20
db-1   | 2026-06-06 22:00:33.707 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:00:38.690 UTC [55] LOG:  checkpoint complete: wrote 49 buffers (0.3%); 0 WAL file(s) added, 0 removed, 1 recycled; write=4.897 s, sync=0.012 s, total=4.984 s; sync files=14, longest=0.009 s, average=0.001 s; distance=320 kB, estimate=320 kB; lsn=0/504CEB8, redo lsn=0/504CE80
db-1   | 2026-06-06 22:05:33.763 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:05:39.529 UTC [55] LOG:  checkpoint complete: wrote 57 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.685 s, sync=0.018 s, total=5.766 s; sync files=14, longest=0.012 s, average=0.002 s; distance=387 kB, estimate=387 kB; lsn=0/50ADDD8, redo lsn=0/50ADD68
db-1   | 2026-06-06 22:10:33.629 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:10:38.499 UTC [55] LOG:  checkpoint complete: wrote 48 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.746 s, sync=0.024 s, total=4.870 s; sync files=9, longest=0.018 s, average=0.003 s; distance=337 kB, estimate=382 kB; lsn=0/510E5E8, redo lsn=0/5102440
db-1   | 2026-06-06 22:15:33.599 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:15:38.344 UTC [55] LOG:  checkpoint complete: wrote 47 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.647 s, sync=0.025 s, total=4.745 s; sync files=13, longest=0.013 s, average=0.002 s; distance=333 kB, estimate=377 kB; lsn=0/515E990, redo lsn=0/51559F8
db-1   | 2026-06-06 22:20:33.444 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:20:39.412 UTC [55] LOG:  checkpoint complete: wrote 59 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.879 s, sync=0.023 s, total=5.969 s; sync files=13, longest=0.019 s, average=0.002 s; distance=424 kB, estimate=424 kB; lsn=0/51BFCC8, redo lsn=0/51BFC58
db-1   | 2026-06-06 22:25:33.513 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:25:41.313 UTC [55] LOG:  checkpoint complete: wrote 77 buffers (0.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=7.679 s, sync=0.043 s, total=7.801 s; sync files=14, longest=0.036 s, average=0.004 s; distance=508 kB, estimate=508 kB; lsn=0/5248120, redo lsn=0/523F040
db-1   | 2026-06-06 22:30:33.397 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:30:39.691 UTC [55] LOG:  checkpoint complete: wrote 62 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.196 s, sync=0.020 s, total=6.295 s; sync files=14, longest=0.010 s, average=0.002 s; distance=395 kB, estimate=497 kB; lsn=0/52A4ED8, redo lsn=0/52A1F58
db-1   | 2026-06-06 22:35:33.714 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:35:40.347 UTC [55] LOG:  checkpoint complete: wrote 66 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.556 s, sync=0.014 s, total=6.634 s; sync files=24, longest=0.012 s, average=0.001 s; distance=394 kB, estimate=487 kB; lsn=0/53049C0, redo lsn=0/5304988
db-1   | 2026-06-06 22:37:47.288 UTC [133696] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 22:37:47.288 UTC [133695] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 22:37:47.288 UTC [133765] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 22:37:47.288 UTC [133636] LOG:  unexpected EOF on client connection with an open transaction
db-1   | 2026-06-06 22:40:33.447 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:40:39.749 UTC [55] LOG:  checkpoint complete: wrote 63 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.228 s, sync=0.020 s, total=6.302 s; sync files=14, longest=0.019 s, average=0.002 s; distance=395 kB, estimate=478 kB; lsn=0/536FBE8, redo lsn=0/53677A8
db-1   | 2026-06-06 22:45:33.779 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:45:38.734 UTC [55] LOG:  checkpoint complete: wrote 49 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.879 s, sync=0.021 s, total=4.956 s; sync files=10, longest=0.013 s, average=0.003 s; distance=316 kB, estimate=461 kB; lsn=0/53B6810, redo lsn=0/53B67D8
db-1   | 2026-06-06 22:50:33.835 UTC [55] LOG:  checkpoint starting: time
db-1   | 2026-06-06 22:50:38.099 UTC [55] LOG:  checkpoint complete: wrote 43 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.167 s, sync=0.030 s, total=4.265 s; sync files=11, longest=0.029 s, average=0.003 s; distance=257 kB, estimate=441 kB; lsn=0/5403B38, redo lsn=0/53F6F58
api-1  | INFO:     192.168.200.193:0 - "GET /api/devices HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:50:58 +0000] "GET /api/devices HTTP/1.1" 200 1991 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     192.168.200.193:0 - "GET /api/hls-streams HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:50:58 +0000] "GET /api/hls-streams HTTP/1.1" 200 1114 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     192.168.200.193:0 - "GET /api/dashboard/summary HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:50:58 +0000] "GET /api/dashboard/summary HTTP/1.1" 200 198 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     127.0.0.1:48422 - "GET /api/healthz HTTP/1.1" 200 OK
api-1  | 2026-06-06 22:51:12,098 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodfire "HTTP/1.1 201 Created"
api-1  | 2026-06-06 22:51:12,101 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodchrome "HTTP/1.1 201 Created"
api-1  | 2026-06-06 22:51:12,105 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodapple "HTTP/1.1 201 Created"
api-1  | 2026-06-06 22:51:12,107 INFO httpx: HTTP Request: POST http://cdn1.obedtv.live:2023/rtc/v1/whep/?app=live&stream=vodroku "HTTP/1.1 201 Created"
api-1  | INFO:     192.168.200.193:0 - "GET /api/devices HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:51:13 +0000] "GET /api/devices HTTP/1.1" 200 1991 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     192.168.200.193:0 - "GET /api/hls-streams HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:51:13 +0000] "GET /api/hls-streams HTTP/1.1" 200 1114 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     192.168.200.193:0 - "GET /api/dashboard/summary HTTP/1.1" 200 OK
web-1  | 192.168.200.193 - - [06/Jun/2026:22:51:13 +0000] "GET /api/dashboard/summary HTTP/1.1" 200 198 "https://vdi.obtv.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0" "136.52.20.30"
api-1  | INFO:     127.0.0.1:60816 - "GET /api/healthz HTTP/1.1" 200 OK
